元index,行番号,対象カラム,テキスト原文,正規化テキスト,検出通貨,為替適用,和単位セグメント,英単位セグメント,期待値_JPY,プロジェクトコスト_計画時_int_raw,プロジェクトコスト_計画時_int_num,比率_int/期待,判定,疑い理由,file,log10_int,robust_z_int,分布外れ値_flag(abs_z>3.5),プロジェクトコスト_実績_int_raw,プロジェクトコスト_実績_int_num
1651,1651,プロジェクトコスト_実績,"13,833百万円","13,833百万円",JPY,1.0,"[{'num': 13833.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 13833000000.0}]",[],13833000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_CXX-P96_4_f.pdf,10.14091637693907,2.281472216614445,False,13833000000,13833000000.0
1652,1652,プロジェクトコスト_実績,"29,513百万円","29,513百万円",JPY,1.0,"[{'num': 29513.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 29513000000.0}]",[],29513000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_CXX-P104_4_f.pdf,10.470013357830164,2.872707213196049,False,29513000000,29513000000.0
1653,1653,プロジェクトコスト_実績,"74,060百万円","74,060百万円",JPY,1.0,"[{'num': 74060.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 74060000000.0}]",[],74060000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_CXX-P95_4_f.pdf,10.869583707713424,3.5905502447780333,True,74060000000,74060000000.0
1654,1654,プロジェクトコスト_実績,"26,512百万円","26,512百万円",JPY,1.0,"[{'num': 26512.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 26512000000.0}]",[],26512000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_CXIX-P96_4_f.pdf,10.423442491075262,2.7890409146718813,False,26512000000,26512000000.0
1655,1655,プロジェクトコスト_実績,"13,833百万円","13,833百万円",JPY,1.0,"[{'num': 13833.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 13833000000.0}]",[],13833000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_CXIX-P96_4_f.pdf,10.14091637693907,2.281472216614445,False,13833000000,13833000000.0
1656,1656,プロジェクトコスト_実績,"74,060百万円","74,060百万円",JPY,1.0,"[{'num': 74060.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 74060000000.0}]",[],74060000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2011_CXIX-P95_4_f.pdf,10.869583707713424,3.5905502447780333,True,74060000000,74060000000.0
1657,1657,プロジェクトコスト_実績,"1,637百万円","1,637百万円",JPY,1.0,"[{'num': 1637.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 1637000000.0}]",[],1637000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_CXVIII-P90_4_f.pdf,9.214048679411942,0.616319839660859,False,1637000000,1637000000.0
1658,1658,プロジェクトコスト_実績,"6,142百万円","6,142百万円",JPY,1.0,"[{'num': 6142.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 6142000000.0}]",[],6142000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_CXVIII-P90_4_f.pdf,9.78830981210705,1.648001375925995,False,6142000000,6142000000.0
1659,1659,プロジェクトコスト_実績,"25,410百万円","25,410百万円",JPY,1.0,"[{'num': 25410.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 25410000000.0}]",[],25410000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_CXVIII-P89_4_f.pdf,10.405004665050368,2.755916672762146,False,25410000000,25410000000.0
1660,1660,プロジェクトコスト_実績,"5,585百万円","5,585百万円",JPY,1.0,"[{'num': 5585.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 5585000000.0}]",[],5585000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_NE-P8_4_f.pdf,9.747023177451627,1.5738283973916132,False,5585000000,5585000000.0
1661,1661,プロジェクトコスト_実績,"18,018百万円","18,018百万円",JPY,1.0,"[{'num': 18018.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 18018000000.0}]",[],18018000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_PK-P64_4_f.pdf,10.255706582582624,2.487697101016308,False,18018000000,18018000000.0
1662,1662,プロジェクトコスト_実績,"5,000百万円","5,000百万円",JPY,1.0,"[{'num': 5000.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 5000000000.0}]",[],5000000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PK-C22_4_f.pdf,9.698970004336019,1.4874990802225083,False,5000000000,5000000000.0
1663,1663,プロジェクトコスト_実績,"5,000百万円","5,000百万円",JPY,1.0,"[{'num': 5000.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 5000000000.0}]",[],5000000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PK-C22_4_f.pdf,9.698970004336019,1.4874990802225083,False,5000000000,5000000000.0
1664,1664,プロジェクトコスト_実績,"5,000百万円","5,000百万円",JPY,1.0,"[{'num': 5000.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 5000000000.0}]",[],5000000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PK-C21_4_f.pdf,9.698970004336019,1.4874990802225083,False,5000000000,5000000000.0
1665,1665,プロジェクトコスト_実績,"5,000百万円","5,000百万円",JPY,1.0,"[{'num': 5000.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 5000000000.0}]",[],5000000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PK-C21_4_f.pdf,9.698970004336019,1.4874990802225083,False,5000000000,5000000000.0
1666,1666,プロジェクトコスト_実績,"15,378百万円","15,378百万円",JPY,1.0,"[{'num': 15378.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 15378000000.0}]",[],15378000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_PK-P62_4_f.pdf,10.186899856567887,2.3640832522658184,False,15378000000,15378000000.0
1668,1668,プロジェクトコスト_実績,"4,980百万円","4,980百万円",JPY,1.0,"[{'num': 4980.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 4980000000.0}]",[],4980000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_PK-P63_4_f.pdf,9.697229342759718,1.484371916799959,False,4980000000,4980000000.0
1669,1669,プロジェクトコスト_実績,"11,171百万円","11,171百万円",JPY,1.0,"[{'num': 11171.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 11171000000.0}]",[],11171000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_PK-P59_4_f.pdf,10.048092051812372,2.1147098555609554,False,11171000000,11171000000.0
1670,1670,プロジェクトコスト_実績,232百万円,232百万円,JPY,1.0,"[{'num': 232.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 232000000.0}]",[],232000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2022_PK-P59_4_f.pdf,8.3654879848909,-0.9081510867085886,False,232000000,232000000.0
1671,1671,プロジェクトコスト_実績,"8,384百万円","8,384百万円",JPY,1.0,"[{'num': 8384.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 8384000000.0}]",[],8384000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PK-P60_4_f.pdf,9.923451269639651,1.8907880431448039,False,8384000000,8384000000.0
1672,1672,プロジェクトコスト_実績,"21,098百万円","21,098百万円",JPY,1.0,"[{'num': 21098.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 21098000000.0}]",[],21098000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_PK-P55_4_f.pdf,10.32424128799287,2.610822254608516,False,21098000000,21098000000.0
1673,1673,プロジェクトコスト_実績,"8,159百万円","8,159百万円",JPY,1.0,"[{'num': 8159.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 8159000000.0}]",[],8159000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PK-P56_4_f.pdf,9.911636933129442,1.8695631471056058,False,8159000000,8159000000.0
1674,1674,プロジェクトコスト_実績,"13,687百万円","13,687百万円",JPY,1.0,"[{'num': 13687.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 13687000000.0}]",[],13687000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_PK-P53_4_f.pdf,10.136308267255814,2.2731935757546857,False,13687000000,13687000000.0
1675,1675,プロジェクトコスト_実績,"5,343百万円","5,343百万円",JPY,1.0,"[{'num': 5343.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 5343000000.0}]",[],5343000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_PK-P54_4_f.pdf,9.727785174182905,1.5392666072286594,False,5343000000,5343000000.0
1676,1676,プロジェクトコスト_実績,"3,716百万円","3,716百万円",JPY,1.0,"[{'num': 3716.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 3716000000.0}]",[],3716000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_PK-P49_4_f.pdf,9.570075705321605,1.255935666207494,False,3716000000,3716000000.0
1677,1677,プロジェクトコスト_実績,"6,238百万円","6,238百万円",JPY,1.0,"[{'num': 6238.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 6238000000.0}]",[],6238000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_PK-P50_4_f.pdf,9.795045370421125,1.6601020575731327,False,6238000000,6238000000.0
1678,1678,プロジェクトコスト_実績,"15,501百万円","15,501百万円",JPY,1.0,"[{'num': 15501.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 15501000000.0}]",[],15501000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2010_PK-P43_4_f.pdf,10.190359716265323,2.370299019213445,False,15501000000,15501000000.0
1681,1681,プロジェクトコスト_実績,"9,798百万円","9,798百万円",JPY,1.0,"[{'num': 9798.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 9798000000.0}]",[],9798000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_BD-P77_4_f.pdf,9.991137435120311,2.0123887631156245,False,9798000000,9798000000.0
1682,1682,プロジェクトコスト_実績,"21,572百万円","21,572百万円",JPY,1.0,"[{'num': 21572.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 21572000000.0}]",[],21572000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P75_4_f.pdf,10.333890411616125,2.6281572649661427,False,21572000000,21572000000.0
1683,1683,プロジェクトコスト_実績,"35,777百万円","35,777百万円",JPY,1.0,"[{'num': 35777.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 35777000000.0}]",[],35777000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_BD-P66_4_f.pdf,10.553603920969493,3.022880776557577,False,35777000000,35777000000.0
1684,1684,プロジェクトコスト_実績,"8,142百万円","8,142百万円",JPY,1.0,"[{'num': 8142.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 8142000000.0}]",[],8142000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P67_4_f.pdf,9.91073109804338,1.867935780599352,False,8142000000,8142000000.0
1685,1685,プロジェクトコスト_実績,"36,129百万円","36,129百万円",JPY,1.0,"[{'num': 36129.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 36129000000.0}]",[],36129000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2023_BD-P61_4_f.pdf,10.557855941072805,3.030519689210132,False,36129000000,36129000000.0
1686,1686,プロジェクトコスト_実績,"20,425百万円","20,425百万円",JPY,1.0,"[{'num': 20425.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 20425000000.0}]",[],20425000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_BD-P64_4_f.pdf,10.310162065204453,2.585528405924029,False,20425000000,20425000000.0
1687,1687,プロジェクトコスト_実績,17184百万円,17184百万円,JPY,1.0,"[{'num': 17184.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 17184000000.0}]",[],17184000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P63_4_f.pdf,10.235124264019461,2.4507201983039733,False,17184000000,17184000000.0
1688,1688,プロジェクトコスト_実績,"17,435百万円","17,435百万円",JPY,1.0,"[{'num': 17435.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 17435000000.0}]",[],17435000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P58_4_f.pdf,10.241421951711995,2.4620342290534674,False,17435000000,17435000000.0
1689,1689,プロジェクトコスト_実績,"20,641百万円","20,641百万円",JPY,1.0,"[{'num': 20641.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 20641000000.0}]",[],20641000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P58_4_f.pdf,10.314730733844783,2.5937361894796056,False,20641000000,20641000000.0
1690,1690,プロジェクトコスト_実績,"17,559百万円","17,559百万円",JPY,1.0,"[{'num': 17559.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 17559000000.0}]",[],17559000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_BD-P59_4_f.pdf,10.244499778833843,2.4675636602349296,False,17559000000,17559000000.0
1691,1691,プロジェクトコスト_実績,"10,358百万円","10,358百万円",JPY,1.0,"[{'num': 10358.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 10358000000.0}]",[],10358000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_BD-P60_4_f.pdf,10.015275906681875,2.0557544272810735,False,10358000000,10358000000.0
1692,1692,プロジェクトコスト_実績,"33,213百万円","33,213百万円",JPY,1.0,"[{'num': 33213.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 33213000000.0}]",[],33213000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_BD-P56_4_f.pdf,10.521308105487027,2.9648601398909182,False,33213000000,33213000000.0
1693,1693,プロジェクトコスト_実績,"17,435百万円","17,435百万円",JPY,1.0,"[{'num': 17435.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 17435000000.0}]",[],17435000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P55_4_f.pdf,10.241421951711995,2.4620342290534674,False,17435000000,17435000000.0
1694,1694,プロジェクトコスト_実績,"20,641百万円","20,641百万円",JPY,1.0,"[{'num': 20641.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 20641000000.0}]",[],20641000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P55_4_f.pdf,10.314730733844783,2.5937361894796056,False,20641000000,20641000000.0
1695,1695,プロジェクトコスト_実績,"7,428百万円","7,428百万円",JPY,1.0,"[{'num': 7428.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 7428000000.0}]",[],7428000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_BD-P57_4_f.pdf,9.870871895067744,1.7963272362996263,False,7428000000,7428000000.0
1696,1696,プロジェクトコスト_実績,"24,104百万円","24,104百万円",JPY,1.0,"[{'num': 24104.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 24104000000.0}]",[],24104000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P54_4_f.pdf,10.3820891186653,2.7147480392731476,False,24104000000,24104000000.0
1697,1697,プロジェクトコスト_実績,424百万円,424百万円,JPY,1.0,"[{'num': 424.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 424000000.0}]",[],424000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P54_4_f.pdf,8.627365856592732,-0.43767772605606753,False,424000000,424000000.0
1698,1698,プロジェクトコスト_実績,"7,128百万円","7,128百万円",JPY,1.0,"[{'num': 7128.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 7128000000.0}]",[],7128000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_BD-P52_4_f.pdf,9.852967691028818,1.764161666183826,False,7128000000,7128000000.0
1699,1699,プロジェクトコスト_実績,"7,134百万円","7,134百万円",JPY,1.0,"[{'num': 7134.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 7134000000.0}]",[],7134000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_BD-P53_4_f.pdf,9.853333105002335,1.7648181460117427,False,7134000000,7134000000.0
1700,1700,プロジェクトコスト_実績,"15,158百万円","15,158百万円",JPY,1.0,"[{'num': 15158.0, 'unit': '百万円', 'factor': 1000000.0, 'value': 15158000000.0}]",[],15158000000.0,,,1.0,OK,,https://www2.jica.go.jp/ja/evaluation/pdf/2013_BD-P51_4_f.pdf,10.180641902729832,2.352840604867376,False,15158000000,15158000000.0
