,Year,freedom_house_score,alpha3,join_flg
3075,2006,13,ERI,True
3077,2006,12,SWZ,True
3078,2006,10,ETH,True
3079,2006,10,FJI,True
3082,2006,10,GAB,True
3083,2006,6,GEO,True
3085,2006,3,GHA,True
3087,2006,3,GRD,True
3088,2006,7,GTM,True
3089,2006,11,GIN,True
3090,2006,8,GNB,True
3091,2006,5,GUY,True
3092,2006,9,HTI,True
3093,2006,6,HND,True
3096,2006,5,IND,True
3097,2006,5,IDN,True
3098,2006,12,IRN,True
3099,2006,12,IRQ,True
3103,2006,5,JAM,True
3105,2006,9,JOR,True
3106,2006,11,KAZ,True
3107,2006,6,KEN,True
3108,2006,2,KIR,True
3110,2006,9,KGZ,True
3111,2006,13,LAO,True
3113,2006,9,LBN,True
3114,2006,5,LSO,True
3115,2006,7,LBR,True
3120,2006,7,MDG,True
3121,2006,7,MWI,True
3122,2006,8,MYS,True
3123,2006,11,MDV,True
3124,2006,4,MLI,True
3126,2006,2,MHL,True
3127,2006,9,MRT,True
3128,2006,3,MUS,True
3129,2006,5,MEX,True
3130,2006,2,FSM,True
3131,2006,7,MDA,True
3133,2006,4,MNG,True
3134,2006,6,MNE,True
3135,2006,9,MAR,True
3136,2006,7,MOZ,True
3137,2006,14,MMR,True
3138,2006,4,NAM,True
3140,2006,9,NPL,True
3143,2006,6,NIC,True
3144,2006,6,NER,True
3145,2006,8,NGA,True
3147,2006,6,MKD,True
3150,2006,11,PAK,True
3151,2006,2,PLW,True
3152,2006,3,PAN,True
3153,2006,6,PNG,True
3154,2006,6,PRY,True
3155,2006,5,PER,True
3156,2006,6,PHL,True
3157,2006,2,POL,True
3160,2006,4,ROU,True
3162,2006,11,RWA,True
3163,2006,4,WSM,True
3166,2006,13,SAU,True
3167,2006,5,SEN,True
3168,2006,5,SRB,True
3169,2006,6,SYC,True
3170,2006,7,SLE,True
3172,2006,2,SVK,True
3174,2006,7,SLB,True
3176,2006,4,ZAF,True
3179,2006,8,LKA,True
3180,2006,2,KNA,True
3181,2006,2,LCA,True
3182,2006,3,VCT,True
3183,2006,14,SDN,True
3184,2006,4,SUR,True
3189,2006,11,TJK,True
3190,2006,7,TZA,True
3191,2006,11,THA,True
3192,2006,9,GMB,True
3193,2006,7,TLS,True
3194,2006,11,TGO,True
3195,2006,8,TON,True
3197,2006,11,TUN,True
3200,2006,2,TUV,True
3201,2006,9,UGA,True
3202,2006,5,UKR,True
3207,2006,14,UZB,True
3208,2006,4,VUT,True
3210,2006,12,VNM,True
3212,2006,7,ZMB,True
3213,2006,13,ZWE,True
3214,2007,10,AFG,True
3215,2007,6,ALB,True
3216,2007,11,DZA,True
3218,2007,11,AGO,True
3219,2007,4,ATG,True
3220,2007,4,ARG,True
3221,2007,9,ARM,True
3224,2007,11,AZE,True
3227,2007,9,BGD,True
3228,2007,2,BRB,True
3231,2007,3,BLZ,True
3232,2007,4,BEN,True
3233,2007,11,BTN,True
3234,2007,6,BOL,True
3235,2007,7,BIH,True
3236,2007,4,BWA,True
3237,2007,4,BRA,True
3239,2007,3,BGR,True
3240,2007,8,BFA,True
3241,2007,9,BDI,True
3242,2007,2,CPV,True
3243,2007,11,KHM,True
3244,2007,12,CMR,True
3248,2007,2,CHL,True
3249,2007,13,CHN,True
3250,2007,6,COL,True
3251,2007,8,COM,True
3252,2007,11,COD,True
3254,2007,2,CRI,True
3255,2007,12,CIV,True
3256,2007,4,HRV,True
3257,2007,14,CUB,True
3261,2007,10,DJI,True
3262,2007,2,DMA,True
3263,2007,4,DOM,True
3264,2007,6,ECU,True
3265,2007,11,EGY,True
3266,2007,5,SLV,True
3268,2007,13,ERI,True
3270,2007,12,SWZ,True
3271,2007,10,ETH,True
3272,2007,10,FJI,True
3275,2007,10,GAB,True
3276,2007,8,GEO,True
3278,2007,3,GHA,True
3280,2007,3,GRD,True
3281,2007,7,GTM,True
3282,2007,11,GIN,True
3283,2007,8,GNB,True
3284,2007,5,GUY,True
3285,2007,9,HTI,True
3286,2007,6,HND,True
3289,2007,5,IND,True
3290,2007,5,IDN,True
3291,2007,12,IRN,True
3292,2007,12,IRQ,True
3296,2007,5,JAM,True
3298,2007,9,JOR,True
3299,2007,11,KAZ,True
3300,2007,7,KEN,True
3301,2007,2,KIR,True
3303,2007,9,KGZ,True
3304,2007,13,LAO,True
3306,2007,9,LBN,True
3307,2007,5,LSO,True
3308,2007,7,LBR,True
3313,2007,7,MDG,True
3314,2007,8,MWI,True
3315,2007,8,MYS,True
3316,2007,11,MDV,True
3317,2007,5,MLI,True
3319,2007,2,MHL,True
3320,2007,8,MRT,True
3321,2007,3,MUS,True
3322,2007,5,MEX,True
3323,2007,2,FSM,True
3324,2007,7,MDA,True
3326,2007,4,MNG,True
3327,2007,6,MNE,True
3328,2007,9,MAR,True
3329,2007,6,MOZ,True
3330,2007,14,MMR,True
3331,2007,4,NAM,True
3333,2007,9,NPL,True
3336,2007,6,NIC,True
3337,2007,7,NER,True
3338,2007,8,NGA,True
3340,2007,6,MKD,True
3343,2007,11,PAK,True
3344,2007,2,PLW,True
3345,2007,3,PAN,True
3346,2007,6,PNG,True
3347,2007,6,PRY,True
3348,2007,5,PER,True
3349,2007,7,PHL,True
3350,2007,2,POL,True
3353,2007,4,ROU,True
3355,2007,11,RWA,True
3356,2007,4,WSM,True
3359,2007,13,SAU,True
3360,2007,5,SEN,True
3361,2007,5,SRB,True
3362,2007,6,SYC,True
3363,2007,6,SLE,True
3365,2007,2,SVK,True
3367,2007,7,SLB,True
3369,2007,4,ZAF,True
3372,2007,8,LKA,True
3373,2007,2,KNA,True
3374,2007,2,LCA,True
3375,2007,3,VCT,True
3376,2007,14,SDN,True
3377,2007,4,SUR,True
3382,2007,11,TJK,True
3383,2007,7,TZA,True
3384,2007,10,THA,True
3385,2007,9,GMB,True
3386,2007,7,TLS,True
3387,2007,10,TGO,True
3388,2007,8,TON,True
3390,2007,12,TUN,True
3393,2007,2,TUV,True
3394,2007,9,UGA,True
3395,2007,5,UKR,True
3400,2007,14,UZB,True
3401,2007,4,VUT,True
3403,2007,12,VNM,True
3405,2007,7,ZMB,True
3406,2007,13,ZWE,True
3407,2008,11,AFG,True
3408,2008,6,ALB,True
3409,2008,11,DZA,True
3411,2008,11,AGO,True
3412,2008,4,ATG,True
3413,2008,4,ARG,True
3414,2008,10,ARM,True
3417,2008,11,AZE,True
3420,2008,8,BGD,True
3421,2008,2,BRB,True
3424,2008,3,BLZ,True
3425,2008,4,BEN,True
3426,2008,9,BTN,True
3427,2008,6,BOL,True
3428,2008,7,BIH,True
3429,2008,4,BWA,True
3430,2008,4,BRA,True
3432,2008,4,BGR,True
3433,2008,8,BFA,True
3434,2008,9,BDI,True
3435,2008,2,CPV,True
3436,2008,11,KHM,True
3437,2008,12,CMR,True
3441,2008,2,CHL,True
3442,2008,13,CHN,True
3443,2008,7,COL,True
3444,2008,7,COM,True
3445,2008,11,COD,True
3447,2008,2,CRI,True
3448,2008,11,CIV,True
3449,2008,4,HRV,True
3450,2008,13,CUB,True
3454,2008,10,DJI,True
3455,2008,2,DMA,True
3456,2008,4,DOM,True
3457,2008,6,ECU,True
3458,2008,11,EGY,True
3459,2008,5,SLV,True
3461,2008,13,ERI,True
3463,2008,12,SWZ,True
3464,2008,10,ETH,True
3465,2008,10,FJI,True
3468,2008,10,GAB,True
3469,2008,8,GEO,True
3471,2008,3,GHA,True
3473,2008,3,GRD,True
3474,2008,7,GTM,True
3475,2008,12,GIN,True
3476,2008,8,GNB,True
3477,2008,5,GUY,True
3478,2008,9,HTI,True
3479,2008,6,HND,True
3482,2008,5,IND,True
3483,2008,5,IDN,True
3484,2008,12,IRN,True
3485,2008,12,IRQ,True
3489,2008,5,JAM,True
3491,2008,10,JOR,True
3492,2008,11,KAZ,True
3493,2008,7,KEN,True
3494,2008,2,KIR,True
3496,2008,9,KGZ,True
3497,2008,13,LAO,True
3499,2008,9,LBN,True
3500,2008,5,LSO,True
3501,2008,7,LBR,True
3506,2008,7,MDG,True
3507,2008,8,MWI,True
3508,2008,8,MYS,True
3509,2008,8,MDV,True
3510,2008,5,MLI,True
3512,2008,2,MHL,True
3513,2008,11,MRT,True
3514,2008,3,MUS,True
3515,2008,5,MEX,True
3516,2008,2,FSM,True
3517,2008,8,MDA,True
3519,2008,4,MNG,True
3520,2008,6,MNE,True
3521,2008,9,MAR,True
3522,2008,6,MOZ,True
3523,2008,14,MMR,True
3524,2008,4,NAM,True
3526,2008,8,NPL,True
3529,2008,7,NIC,True
3530,2008,7,NER,True
3531,2008,9,NGA,True
3533,2008,6,MKD,True
3536,2008,9,PAK,True
3537,2008,2,PLW,True
3538,2008,3,PAN,True
3539,2008,7,PNG,True
3540,2008,6,PRY,True
3541,2008,5,PER,True
3542,2008,7,PHL,True
3543,2008,2,POL,True
3546,2008,4,ROU,True
3548,2008,11,RWA,True
3549,2008,4,WSM,True
3552,2008,13,SAU,True
3553,2008,6,SEN,True
3554,2008,5,SRB,True
3555,2008,6,SYC,True
3556,2008,6,SLE,True
3558,2008,2,SVK,True
3560,2008,7,SLB,True
3562,2008,4,ZAF,True
3565,2008,8,LKA,True
3566,2008,2,KNA,True
3567,2008,2,LCA,True
3568,2008,3,VCT,True
3569,2008,14,SDN,True
3570,2008,4,SUR,True
3575,2008,11,TJK,True
3576,2008,7,TZA,True
3577,2008,9,THA,True
3578,2008,9,GMB,True
3579,2008,7,TLS,True
3580,2008,10,TGO,True
3581,2008,8,TON,True
3583,2008,12,TUN,True
3586,2008,2,TUV,True
3587,2008,9,UGA,True
3588,2008,5,UKR,True
3593,2008,14,UZB,True
3594,2008,4,VUT,True
3596,2008,12,VNM,True
3598,2008,6,ZMB,True
3599,2008,13,ZWE,True
3600,2009,12,AFG,True
3601,2009,6,ALB,True
3602,2009,11,DZA,True
3604,2009,11,AGO,True
3605,2009,5,ATG,True
3606,2009,4,ARG,True
3607,2009,10,ARM,True
3610,2009,11,AZE,True
3613,2009,7,BGD,True
3614,2009,2,BRB,True
3617,2009,3,BLZ,True
3618,2009,4,BEN,True
3619,2009,9,BTN,True
3620,2009,6,BOL,True
3621,2009,7,BIH,True
3622,2009,5,BWA,True
3623,2009,4,BRA,True
3625,2009,4,BGR,True
3626,2009,8,BFA,True
3627,2009,9,BDI,True
3628,2009,2,CPV,True
3629,2009,11,KHM,True
3630,2009,12,CMR,True
3634,2009,2,CHL,True
3635,2009,13,CHN,True
3636,2009,7,COL,True
3637,2009,7,COM,True
3638,2009,11,COD,True
3640,2009,2,CRI,True
3641,2009,11,CIV,True
3642,2009,3,HRV,True
3643,2009,13,CUB,True
3647,2009,10,DJI,True
3648,2009,2,DMA,True
3649,2009,4,DOM,True
3650,2009,6,ECU,True
3651,2009,11,EGY,True
3652,2009,5,SLV,True
3654,2009,14,ERI,True
3656,2009,12,SWZ,True
3657,2009,10,ETH,True
3658,2009,10,FJI,True
3661,2009,11,GAB,True
3662,2009,8,GEO,True
3664,2009,3,GHA,True
3666,2009,3,GRD,True
3667,2009,8,GTM,True
3668,2009,13,GIN,True
3669,2009,8,GNB,True
3670,2009,5,GUY,True
3671,2009,9,HTI,True
3672,2009,8,HND,True
3675,2009,5,IND,True
3676,2009,5,IDN,True
3677,2009,12,IRN,True
3678,2009,11,IRQ,True
3682,2009,5,JAM,True
3684,2009,11,JOR,True
3685,2009,11,KAZ,True
3686,2009,8,KEN,True
3687,2009,2,KIR,True
3688,2009,9,XKX,True
3690,2009,11,KGZ,True
3691,2009,13,LAO,True
3693,2009,8,LBN,True
3694,2009,6,LSO,True
3695,2009,7,LBR,True
3700,2009,10,MDG,True
3701,2009,7,MWI,True
3702,2009,8,MYS,True
3703,2009,7,MDV,True
3704,2009,5,MLI,True
3706,2009,2,MHL,True
3707,2009,11,MRT,True
3708,2009,3,MUS,True
3709,2009,5,MEX,True
3710,2009,2,FSM,True
3711,2009,7,MDA,True
3713,2009,4,MNG,True
3714,2009,5,MNE,True
3715,2009,9,MAR,True
3716,2009,7,MOZ,True
3717,2009,14,MMR,True
3718,2009,4,NAM,True
3720,2009,8,NPL,True
3723,2009,8,NIC,True
3724,2009,9,NER,True
3725,2009,9,NGA,True
3727,2009,6,MKD,True
3730,2009,9,PAK,True
3731,2009,2,PLW,True
3732,2009,3,PAN,True
3733,2009,7,PNG,True
3734,2009,6,PRY,True
3735,2009,5,PER,True
3736,2009,7,PHL,True
3737,2009,2,POL,True
3740,2009,4,ROU,True
3742,2009,11,RWA,True
3743,2009,4,WSM,True
3746,2009,13,SAU,True
3747,2009,6,SEN,True
3748,2009,4,SRB,True
3749,2009,6,SYC,True
3750,2009,6,SLE,True
3752,2009,2,SVK,True
3754,2009,7,SLB,True
3756,2009,4,ZAF,True
3759,2009,8,LKA,True
3760,2009,2,KNA,True
3761,2009,2,LCA,True
3762,2009,3,VCT,True
3763,2009,14,SDN,True
3764,2009,4,SUR,True
3769,2009,11,TJK,True
3770,2009,7,TZA,True
3771,2009,9,THA,True
3772,2009,10,GMB,True
3773,2009,7,TLS,True
3774,2009,9,TGO,True
3775,2009,8,TON,True
3777,2009,12,TUN,True
3780,2009,2,TUV,True
3781,2009,9,UGA,True
3782,2009,5,UKR,True
3787,2009,14,UZB,True
3788,2009,4,VUT,True
3790,2009,12,VNM,True
3792,2009,7,ZMB,True
3793,2009,12,ZWE,True
3794,2010,12,AFG,True
3795,2010,6,ALB,True
3796,2010,11,DZA,True
3798,2010,11,AGO,True
3799,2010,5,ATG,True
3800,2010,4,ARG,True
3801,2010,10,ARM,True
3804,2010,11,AZE,True
3807,2010,7,BGD,True
3808,2010,2,BRB,True
3811,2010,3,BLZ,True
3812,2010,4,BEN,True
3813,2010,9,BTN,True
3814,2010,6,BOL,True
3815,2010,7,BIH,True
3816,2010,5,BWA,True
3817,2010,4,BRA,True
3819,2010,4,BGR,True
3820,2010,8,BFA,True
3821,2010,10,BDI,True
3822,2010,2,CPV,True
3823,2010,11,KHM,True
3824,2010,12,CMR,True
3828,2010,2,CHL,True
3829,2010,13,CHN,True
3830,2010,7,COL,True
3831,2010,7,COM,True
3832,2010,11,COD,True
3834,2010,2,CRI,True
3835,2010,13,CIV,True
3836,2010,3,HRV,True
3837,2010,13,CUB,True
3841,2010,11,DJI,True
3842,2010,2,DMA,True
3843,2010,4,DOM,True
3844,2010,6,ECU,True
3845,2010,11,EGY,True
3846,2010,5,SLV,True
3848,2010,14,ERI,True
3850,2010,12,SWZ,True
3851,2010,12,ETH,True
3852,2010,10,FJI,True
3855,2010,11,GAB,True
3856,2010,7,GEO,True
3858,2010,3,GHA,True
3860,2010,3,GRD,True
3861,2010,8,GTM,True
3862,2010,10,GIN,True
3863,2010,8,GNB,True
3864,2010,5,GUY,True
3865,2010,9,HTI,True
3866,2010,8,HND,True
3869,2010,5,IND,True
3870,2010,5,IDN,True
3871,2010,12,IRN,True
3872,2010,11,IRQ,True
3876,2010,5,JAM,True
3878,2010,11,JOR,True
3879,2010,11,KAZ,True
3880,2010,7,KEN,True
3881,2010,2,KIR,True
3882,2010,9,XKX,True
3884,2010,10,KGZ,True
3885,2010,13,LAO,True
3887,2010,8,LBN,True
3888,2010,6,LSO,True
3889,2010,7,LBR,True
3894,2010,10,MDG,True
3895,2010,7,MWI,True
3896,2010,8,MYS,True
3897,2010,7,MDV,True
3898,2010,5,MLI,True
3900,2010,2,MHL,True
3901,2010,11,MRT,True
3902,2010,3,MUS,True
3903,2010,6,MEX,True
3904,2010,2,FSM,True
3905,2010,6,MDA,True
3907,2010,4,MNG,True
3908,2010,5,MNE,True
3909,2010,9,MAR,True
3910,2010,7,MOZ,True
3911,2010,14,MMR,True
3912,2010,4,NAM,True
3914,2010,8,NPL,True
3917,2010,8,NIC,True
3918,2010,9,NER,True
3919,2010,8,NGA,True
3921,2010,6,MKD,True
3924,2010,9,PAK,True
3925,2010,2,PLW,True
3926,2010,3,PAN,True
3927,2010,7,PNG,True
3928,2010,6,PRY,True
3929,2010,5,PER,True
3930,2010,6,PHL,True
3931,2010,2,POL,True
3934,2010,4,ROU,True
3936,2010,11,RWA,True
3937,2010,4,WSM,True
3940,2010,13,SAU,True
3941,2010,6,SEN,True
3942,2010,4,SRB,True
3943,2010,6,SYC,True
3944,2010,6,SLE,True
3946,2010,2,SVK,True
3948,2010,7,SLB,True
3950,2010,4,ZAF,True
3953,2010,9,LKA,True
3954,2010,2,KNA,True
3955,2010,2,LCA,True
3956,2010,2,VCT,True
3957,2010,14,SDN,True
3958,2010,4,SUR,True
3963,2010,11,TJK,True
3964,2010,6,TZA,True
3965,2010,9,THA,True
3966,2010,10,GMB,True
3967,2010,7,TLS,True
3968,2010,9,TGO,True
3969,2010,6,TON,True
3971,2010,12,TUN,True
3974,2010,2,TUV,True
3975,2010,9,UGA,True
3976,2010,6,UKR,True
3981,2010,14,UZB,True
3982,2010,4,VUT,True
3984,2010,12,VNM,True
3986,2010,7,ZMB,True
3987,2010,12,ZWE,True
3988,2011,12,AFG,True
3989,2011,6,ALB,True
3990,2011,11,DZA,True
3992,2011,11,AGO,True
3993,2011,5,ATG,True
3994,2011,4,ARG,True
3995,2011,10,ARM,True
3998,2011,11,AZE,True
4001,2011,7,BGD,True
4002,2011,2,BRB,True
4005,2011,3,BLZ,True
4006,2011,4,BEN,True
4007,2011,9,BTN,True
4008,2011,6,BOL,True
4009,2011,7,BIH,True
4010,2011,5,BWA,True
4011,2011,4,BRA,True
4013,2011,4,BGR,True
4014,2011,8,BFA,True
4015,2011,10,BDI,True
4016,2011,2,CPV,True
4017,2011,11,KHM,True
4018,2011,12,CMR,True
4022,2011,2,CHL,True
4023,2011,13,CHN,True
4024,2011,7,COL,True
4025,2011,7,COM,True
4026,2011,11,COD,True
4028,2011,2,CRI,True
4029,2011,12,CIV,True
4030,2011,3,HRV,True
4031,2011,13,CUB,True
4035,2011,11,DJI,True
4036,2011,2,DMA,True
4037,2011,4,DOM,True
4038,2011,6,ECU,True
4039,2011,11,EGY,True
4040,2011,5,SLV,True
4042,2011,14,ERI,True
4044,2011,12,SWZ,True
4045,2011,12,ETH,True
4046,2011,10,FJI,True
4049,2011,11,GAB,True
4050,2011,7,GEO,True
4052,2011,3,GHA,True
4054,2011,3,GRD,True
4055,2011,7,GTM,True
4056,2011,10,GIN,True
4057,2011,8,GNB,True
4058,2011,5,GUY,True
4059,2011,9,HTI,True
4060,2011,8,HND,True
4063,2011,5,IND,True
4064,2011,5,IDN,True
4065,2011,12,IRN,True
4066,2011,11,IRQ,True
4070,2011,5,JAM,True
4072,2011,11,JOR,True
4073,2011,11,KAZ,True
4074,2011,7,KEN,True
4075,2011,2,KIR,True
4076,2011,9,XKX,True
4078,2011,10,KGZ,True
4079,2011,13,LAO,True
4081,2011,9,LBN,True
4082,2011,6,LSO,True
4083,2011,7,LBR,True
4088,2011,10,MDG,True
4089,2011,7,MWI,True
4090,2011,8,MYS,True
4091,2011,7,MDV,True
4092,2011,5,MLI,True
4094,2011,2,MHL,True
4095,2011,11,MRT,True
4096,2011,3,MUS,True
4097,2011,6,MEX,True
4098,2011,2,FSM,True
4099,2011,6,MDA,True
4101,2011,4,MNG,True
4102,2011,5,MNE,True
4103,2011,9,MAR,True
4104,2011,7,MOZ,True
4105,2011,13,MMR,True
4106,2011,4,NAM,True
4108,2011,8,NPL,True
4111,2011,9,NIC,True
4112,2011,7,NER,True
4113,2011,8,NGA,True
4115,2011,6,MKD,True
4118,2011,9,PAK,True
4119,2011,2,PLW,True
4120,2011,3,PAN,True
4121,2011,7,PNG,True
4122,2011,6,PRY,True
4123,2011,5,PER,True
4124,2011,6,PHL,True
4125,2011,2,POL,True
4128,2011,4,ROU,True
4130,2011,11,RWA,True
4131,2011,4,WSM,True
4134,2011,14,SAU,True
4135,2011,6,SEN,True
4136,2011,4,SRB,True
4137,2011,6,SYC,True
4138,2011,6,SLE,True
4140,2011,2,SVK,True
4142,2011,7,SLB,True
4144,2011,4,ZAF,True
4146,2011,11,SSD,True
4148,2011,9,LKA,True
4149,2011,2,KNA,True
4150,2011,2,LCA,True
4151,2011,2,VCT,True
4152,2011,14,SDN,True
4153,2011,4,SUR,True
4158,2011,11,TJK,True
4159,2011,6,TZA,True
4160,2011,8,THA,True
4161,2011,11,GMB,True
4162,2011,7,TLS,True
4163,2011,9,TGO,True
4164,2011,6,TON,True
4166,2011,7,TUN,True
4169,2011,2,TUV,True
4170,2011,9,UGA,True
4171,2011,7,UKR,True
4176,2011,14,UZB,True
4177,2011,4,VUT,True
4179,2011,12,VNM,True
4181,2011,7,ZMB,True
4182,2011,12,ZWE,True
4183,2012,12,AFG,True
4184,2012,6,ALB,True
4185,2012,11,DZA,True
4187,2012,11,AGO,True
4188,2012,4,ATG,True
4189,2012,4,ARG,True
4190,2012,9,ARM,True
4193,2012,11,AZE,True
4196,2012,7,BGD,True
4197,2012,2,BRB,True
4200,2012,3,BLZ,True
4201,2012,4,BEN,True
4202,2012,9,BTN,True
4203,2012,6,BOL,True
4204,2012,6,BIH,True
4205,2012,5,BWA,True
4206,2012,4,BRA,True
4208,2012,4,BGR,True
4209,2012,8,BFA,True
4210,2012,10,BDI,True
4211,2012,2,CPV,True
4212,2012,11,KHM,True
4213,2012,12,CMR,True
4217,2012,2,CHL,True
4218,2012,13,CHN,True
4219,2012,7,COL,True
4220,2012,7,COM,True
4221,2012,11,COD,True
4223,2012,2,CRI,True
4224,2012,10,CIV,True
4225,2012,3,HRV,True
4226,2012,13,CUB,True
4230,2012,11,DJI,True
4231,2012,2,DMA,True
4232,2012,4,DOM,True
4233,2012,6,ECU,True
4234,2012,10,EGY,True
4235,2012,5,SLV,True
4237,2012,14,ERI,True
4239,2012,12,SWZ,True
4240,2012,12,ETH,True
4241,2012,10,FJI,True
4244,2012,11,GAB,True
4245,2012,6,GEO,True
4247,2012,3,GHA,True
4249,2012,3,GRD,True
4250,2012,7,GTM,True
4251,2012,10,GIN,True
4252,2012,11,GNB,True
4253,2012,5,GUY,True
4254,2012,9,HTI,True
4255,2012,8,HND,True
4258,2012,5,IND,True
4259,2012,5,IDN,True
4260,2012,12,IRN,True
4261,2012,12,IRQ,True
4265,2012,5,JAM,True
4267,2012,11,JOR,True
4268,2012,11,KAZ,True
4269,2012,8,KEN,True
4270,2012,2,KIR,True
4271,2012,9,XKX,True
4273,2012,10,KGZ,True
4274,2012,13,LAO,True
4276,2012,9,LBN,True
4277,2012,5,LSO,True
4278,2012,7,LBR,True
4283,2012,10,MDG,True
4284,2012,7,MWI,True
4285,2012,8,MYS,True
4286,2012,9,MDV,True
4287,2012,12,MLI,True
4289,2012,2,MHL,True
4290,2012,11,MRT,True
4291,2012,3,MUS,True
4292,2012,6,MEX,True
4293,2012,2,FSM,True
4294,2012,6,MDA,True
4296,2012,3,MNG,True
4297,2012,5,MNE,True
4298,2012,9,MAR,True
4299,2012,7,MOZ,True
4300,2012,11,MMR,True
4301,2012,4,NAM,True
4303,2012,8,NPL,True
4306,2012,9,NIC,True
4307,2012,7,NER,True
4308,2012,8,NGA,True
4310,2012,6,MKD,True
4313,2012,9,PAK,True
4314,2012,2,PLW,True
4315,2012,3,PAN,True
4316,2012,7,PNG,True
4317,2012,6,PRY,True
4318,2012,5,PER,True
4319,2012,6,PHL,True
4320,2012,2,POL,True
4323,2012,4,ROU,True
4325,2012,12,RWA,True
4326,2012,4,WSM,True
4329,2012,14,SAU,True
4330,2012,5,SEN,True
4331,2012,4,SRB,True
4332,2012,6,SYC,True
4333,2012,5,SLE,True
4335,2012,2,SVK,True
4337,2012,7,SLB,True
4339,2012,4,ZAF,True
4341,2012,11,SSD,True
4343,2012,9,LKA,True
4344,2012,2,KNA,True
4345,2012,2,LCA,True
4346,2012,2,VCT,True
4347,2012,14,SDN,True
4348,2012,4,SUR,True
4353,2012,12,TJK,True
4354,2012,6,TZA,True
4355,2012,8,THA,True
4356,2012,12,GMB,True
4357,2012,7,TLS,True
4358,2012,9,TGO,True
4359,2012,5,TON,True
4361,2012,7,TUN,True
4364,2012,2,TUV,True
4365,2012,9,UGA,True
4366,2012,7,UKR,True
4371,2012,14,UZB,True
4372,2012,4,VUT,True
4374,2012,12,VNM,True
4376,2012,7,ZMB,True
4377,2012,12,ZWE,True
4378,2013,12,AFG,True
4379,2013,6,ALB,True
4380,2013,11,DZA,True
4382,2013,11,AGO,True
4383,2013,4,ATG,True
4384,2013,4,ARG,True
4385,2013,9,ARM,True
4388,2013,12,AZE,True
4391,2013,7,BGD,True
4392,2013,2,BRB,True
4395,2013,3,BLZ,True
4396,2013,4,BEN,True
4397,2013,7,BTN,True
4398,2013,6,BOL,True
4399,2013,6,BIH,True
4400,2013,5,BWA,True
4401,2013,4,BRA,True
4403,2013,4,BGR,True
4404,2013,8,BFA,True
4405,2013,10,BDI,True
4406,2013,2,CPV,True
4407,2013,11,KHM,True
4408,2013,12,CMR,True
4412,2013,2,CHL,True
4413,2013,13,CHN,True
4414,2013,7,COL,True
4415,2013,7,COM,True
4416,2013,11,COD,True
4418,2013,2,CRI,True
4419,2013,9,CIV,True
4420,2013,3,HRV,True
4421,2013,13,CUB,True
4425,2013,11,DJI,True
4426,2013,2,DMA,True
4427,2013,5,DOM,True
4428,2013,6,ECU,True
4429,2013,11,EGY,True
4430,2013,5,SLV,True
4432,2013,14,ERI,True
4434,2013,12,SWZ,True
4435,2013,12,ETH,True
4436,2013,10,FJI,True
4439,2013,11,GAB,True
4440,2013,6,GEO,True
4442,2013,3,GHA,True
4444,2013,3,GRD,True
4445,2013,7,GTM,True
4446,2013,10,GIN,True
4447,2013,11,GNB,True
4448,2013,5,GUY,True
4449,2013,9,HTI,True
4450,2013,8,HND,True
4453,2013,5,IND,True
4454,2013,6,IDN,True
4455,2013,12,IRN,True
4456,2013,11,IRQ,True
4460,2013,5,JAM,True
4462,2013,11,JOR,True
4463,2013,11,KAZ,True
4464,2013,8,KEN,True
4465,2013,2,KIR,True
4466,2013,9,XKX,True
4468,2013,10,KGZ,True
4469,2013,13,LAO,True
4471,2013,9,LBN,True
4472,2013,5,LSO,True
4473,2013,7,LBR,True
4478,2013,9,MDG,True
4479,2013,7,MWI,True
4480,2013,8,MYS,True
4481,2013,8,MDV,True
4482,2013,9,MLI,True
4484,2013,2,MHL,True
4485,2013,11,MRT,True
4486,2013,3,MUS,True
4487,2013,6,MEX,True
4488,2013,2,FSM,True
4489,2013,6,MDA,True
4491,2013,3,MNG,True
4492,2013,5,MNE,True
4493,2013,9,MAR,True
4494,2013,7,MOZ,True
4495,2013,11,MMR,True
4496,2013,4,NAM,True
4498,2013,8,NPL,True
4501,2013,7,NIC,True
4502,2013,7,NER,True
4503,2013,8,NGA,True
4505,2013,6,MKD,True
4508,2013,9,PAK,True
4509,2013,2,PLW,True
4510,2013,4,PAN,True
4511,2013,6,PNG,True
4512,2013,6,PRY,True
4513,2013,5,PER,True
4514,2013,6,PHL,True
4515,2013,2,POL,True
4518,2013,4,ROU,True
4520,2013,11,RWA,True
4521,2013,4,WSM,True
4524,2013,14,SAU,True
4525,2013,4,SEN,True
4526,2013,4,SRB,True
4527,2013,6,SYC,True
4528,2013,6,SLE,True
4530,2013,2,SVK,True
4532,2013,7,SLB,True
4534,2013,4,ZAF,True
4536,2013,12,SSD,True
4538,2013,9,LKA,True
4539,2013,2,KNA,True
4540,2013,2,LCA,True
4541,2013,2,VCT,True
4542,2013,14,SDN,True
4543,2013,4,SUR,True
4548,2013,12,TJK,True
4549,2013,6,TZA,True
4550,2013,8,THA,True
4551,2013,12,GMB,True
4552,2013,7,TLS,True
4553,2013,8,TGO,True
4554,2013,4,TON,True
4556,2013,6,TUN,True
4559,2013,2,TUV,True
4560,2013,10,UGA,True
4561,2013,7,UKR,True
4566,2013,14,UZB,True
4567,2013,4,VUT,True
